Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
734688;1.6236111111111111;47.776666666666664;"47°46'36.000""N 1°37'25.000""E";45028;LA CORDIÈRE;R DE LA GARE LES CHAMPS DE VEAUX;45190;BEAUGENCY;Pylône tubulaire;25.0;ORANGE
735663;2.49;47.763333333333335;"47°45'48.000""N 2°29'24.000""E";45244;LA CHAUME;CHEM RURAL 23;45570;OUZOUER SUR LOIRE;Pylône autostable;82.0;TDF
757067;1.9477777777777778;47.818888888888885;"47°49'8.000""N 1°56'52.000""E";45272;"";R DE CORME GARE SNCF;45590;SAINT CYR EN VAL;Pylône autostable;30.0;TOTEM
768425;1.8522222222222222;47.80722222222222;"47°48'26.000""N 1°51'8.000""E";45006;"";AIRE DE REPOS DU BOIS DE BAILLY P.R. 109.78;45160;ARDON;Pylône autostable;67.0;"Sociétés d'Autoroutes"
769834;1.8277777777777777;47.89333333333333;"47°53'36.000""N 1°49'40.000""E";45075;"";R DE LA GARE CHEM RURAL;45380;CHAPELLE SAINT MESMIN;Pylône autostable;38.0;SNCF Réseau
773832;1.4216666666666666;47.99805555555555;"47°59'53.000""N 1°25'18.000""E";28103;CHARDONNELLE;D144 LA CROIX BARDOUX;28220;CLOYES LES TROIS RIVIERES;Pylône autostable;42.0;ATC FRANCE
776323;1.6327777777777777;47.99666666666667;"47°59'48.000""N 1°37'58.000""E";45326;"";"D.4 - RTE D'EPIEDS EN BEAUCE";45310;TOURNOISIS;"Château d'eau - réservoir";36.0;"Commune, communauté de commune"
779941;2.4672222222222224;47.86222222222222;"47°51'44.000""N 2°28'2.000""E";45187;LES FONTENELLES;CARREFOUR D.961 - MAISON FORESTIÈRE;45260;LORRIS;Pylône autostable;24.0;TOTEM
779945;2.438888888888889;47.98027777777778;"47°58'49.000""N 2°26'20.000""E";45259;LE PETIT COUVENT;D.39;45270;QUIERS SUR BEZONDE;"Château d'eau - réservoir";40.0;"Commune, communauté de commune"
786245;1.3777777777777778;47.903888888888886;"47°54'14.000""N 1°22'40.000""E";41173;LA GAHANDIÈRE;CHEM RURAL N°7 DIT DES CARRIÈRES N.157;41160;BEAUCE LA ROMAINE;Pylône autostable;24.0;TOTEM
786264;2.133888888888889;47.85666666666667;"47°51'24.000""N 2°8'2.000""E";45173;LA CROIX ST FIACRE;R DE LA VALLÉE DU CHAT Z.I;45150;JARGEAU;Pylône autostable;46.6;HIVORY
789610;1.7113888888888888;47.84;"47°50'24.000""N 1°42'41.000""E";45203;"";"CHEM RURAL DE L'ORANGE ZI DES SABLONS";45130;MEUNG SUR LOIRE;"Château d'eau - réservoir";35.0;"Commune, communauté de commune"
789616;1.6352777777777778;47.78777777777778;"47°47'16.000""N 1°38'7.000""E";45028;LES CLOS NEUFS;VC ADM. : LA POINTE MAUBINÉE PYLÔNE FRANCE TELECOM;45190;BEAUGENCY;Pylône autostable;28.0;TOTEM
789624;1.8922222222222222;47.85722222222222;"47°51'26.000""N 1°53'32.000""E";45232;CLOS DE CHAMPEREUX;CHEM BELLEVUE;45160;OLIVET;"Château d'eau - réservoir";42.6;"Commune, communauté de commune"
789626;1.815;47.943333333333335;"47°56'36.000""N 1°48'54.000""E";45235;LES PLANTES;"";45140;ORMES;"Château d'eau - réservoir";59.0;"Commune, communauté de commune"
789634;2.131388888888889;47.8925;"47°53'33.000""N 2°7'53.000""E";45273;LES GRANDES BORDES;RTE DE FAY;45550;SAINT DENIS DE L HOTEL;Pylône autostable;31.0;TOTEM
789658;2.0391666666666666;47.841388888888886;"47°50'29.000""N 2°2'21.000""E";45300;ALLOU;RTE DE FEROLLES;45640;SANDILLON;"Château d'eau - réservoir";40.2;"Commune, communauté de commune"
789660;1.9541666666666666;47.916666666666664;"47°55'0.000""N 1°57'15.000""E";45284;"";CHEM DE LA LATTE 128 AV DENIS PAPIN;45800;SAINT JEAN DE BRAYE;Pylône autostable;47.0;HIVORY
789665;2.1344444444444446;47.79694444444444;"47°47'49.000""N 2°8'4.000""E";45335;LE HAUT VERGER;"";45510;VIENNE EN VAL;"Château d'eau - réservoir";32.0;"Commune, communauté de commune"
790445;2.1972222222222224;47.9825;"47°58'57.000""N 2°11'50.000""E";45168;LA PRAIRIE DE SULLY;RTE DE FAY AUX LOGES;45450;INGRANNES;Pylône autostable;45.0;HIVORY
790465;1.8402777777777777;47.95666666666666;"47°57'24.000""N 1°50'25.000""E";45235;"";AV. CHARLES DE GAULLE ALCATEL CIT;45140;ORMES;Bâtiment;27.0;Société Privée
790469;1.9455555555555555;47.92111111111111;"47°55'16.000""N 1°56'44.000""E";45284;"";9 R DU TROUSSET LE BELNEUF;45800;SAINT JEAN DE BRAYE;Pylône tubulaire;22.0;TOTEM
790471;1.885;47.930277777777775;"47°55'49.000""N 1°53'6.000""E";45302;"";1 SQ DES HIRONDELLES;45770;SARAN;Immeuble;20.0;"Commune, communauté de commune"
790475;1.908611111111111;47.930277777777775;"47°55'49.000""N 1°54'31.000""E";45147;"";"20 , R JEAN JAURÈS";45400;FLEURY LES AUBRAIS;Immeuble;30.0;Société HLM
790477;1.8925;47.93972222222222;"47°56'23.000""N 1°53'33.000""E";45302;"";249 RN 20 HÔTEL COMFORT INN;45770;SARAN;Immeuble;21.0;"Copropriété, Syndic, SCI"
790485;1.9816666666666667;47.908611111111114;"47°54'31.000""N 1°58'54.000""E";45284;"";"21 RUE DENIS DIDEROT 15, R DE LA BOURRIE BLANCHE";45800;SAINT JEAN DE BRAYE;Immeuble;25.0;Société HLM
