Numÿro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriÿtaire
802964;6.138055555555556;48.68833333333333;"48ÿ41'18.000""N 6ÿ8'17.000""E";54304;"";41 R DU PLATEAU;54520;LAXOU;Immeuble;11.0;ORANGE Services Fixes
802972;6.199722222222222;48.67138888888889;"48ÿ40'17.000""N 6ÿ11'59.000""E";54274;LA BELLE CROIX;AV. DE LA MALGRANGE;54140;JARVILLE LA MALGRANGE;Pylÿne autostable;31.0;SNCF Rÿseau
802976;6.158055555555555;48.664722222222224;"48ÿ39'53.000""N 6ÿ9'29.000""E";54578;CHANEAU;1 BD  DES AIGUILLETTES FAC DE SCIENCES - NANCY I;54600;VILLERS LES NANCY;Bÿtiment;41.4;"Etat, Ministÿre"
802980;6.175;48.6625;"48ÿ39'45.000""N 6ÿ10'30.000""E";54547;"";"23 BD DE L'EUROPE CTRE CCIAL ET D'AFFAIRES LES NATIONS";54500;VANDOEUVRE LES NANCY;Immeuble;63.0;"Copropriÿtÿ, Syndic, SCI"
802982;6.18;48.71277777777778;"48ÿ42'46.000""N 6ÿ10'48.000""E";54339;"L'EMBANIE";STADE JO SCHLESSER;54220;MALZEVILLE;Pylÿne tubulaire;21.0;"Commune, communautÿ de commune"
802988;6.221666666666667;48.6625;"48ÿ39'45.000""N 6ÿ13'18.000""E";54300;STE VALDRÿE;R. LUCIEN GALTIER;54410;LANEUVEVILLE DEVANT NANCY;Pylÿne tubulaire;27.0;TOTEM
802996;6.19;48.654444444444444;"48ÿ39'16.000""N 6ÿ11'24.000""E";54257;LA VALLÿE;MARCHÿ DE GROS;54180;HEILLECOURT;Mÿt;28.0;TOTEM
803010;6.158888888888889;48.672222222222224;"48ÿ40'20.000""N 6ÿ9'32.000""E";54578;"";46 AV BRABOIS IMM LE SUFFREN;54600;VILLERS LES NANCY;Immeuble;24.8;Sociÿtÿ HLM
803014;6.231111111111111;48.681666666666665;"48ÿ40'54.000""N 6ÿ13'52.000""E";54526;BATLICHAMP;"60, R S. ALLENDÿ HOME INSTITUT";54510;TOMBLAINE;Pylÿne autostable;34.0;TOTEM
803022;6.103055555555556;48.61555555555555;"48ÿ36'56.000""N 6ÿ6'11.000""E";54397;"";LE VILLAGE EGLISE;54230;NEUVES MAISONS;Monument religieux;49.0;"Commune, communautÿ de commune"
803028;6.15;48.60444444444445;"48ÿ36'16.000""N 6ÿ9'0.000""E";54364;"L'ACQUÿT D'EAU";STADE DE MESSEIN;54850;MEREVILLE;Pylÿne tubulaire;30.0;TOTEM
803035;6.135555555555555;48.69888888888889;"48ÿ41'56.000""N 6ÿ8'8.000""E";54304;"";8 R DE LA MOSELLE;54520;LAXOU;Bÿtiment;23.0;ORANGE Services Fixes
803037;6.206111111111111;48.66416666666667;"48ÿ39'51.000""N 6ÿ12'22.000""E";54274;"";10 AV DU GL DE GAULLE BNP;54140;JARVILLE LA MALGRANGE;Immeuble;19.0;Sociÿtÿ Privÿe SA
803043;6.145;48.6775;"48ÿ40'39.000""N 6ÿ8'42.000""E";54304;"";13 RTE DE VILLERS ANGLE BLD AIGUILLETTES;54520;LAXOU;Immeuble;41.0;"Copropriÿtÿ, Syndic, SCI"
803627;6.207222222222223;48.6725;"48ÿ40'21.000""N 6ÿ12'26.000""E";54274;"";"6, R JEAN PHILIPPE RAMEAU";54140;JARVILLE LA MALGRANGE;Immeuble;34.0;Sociÿtÿ HLM
803725;6.204166666666667;48.61527777777778;"48ÿ36'55.000""N 6ÿ12'15.000""E";54197;"";1099 R GUSTAVE EIFFEL;54710;FLEVILLE DEVANT NANCY;Pylÿne tubulaire;25.0;TOTEM
803732;6.175;48.66694444444445;"48ÿ40'1.000""N 6ÿ10'30.000""E";54547;"";149 R GABRIEL PERI;54500;VANDOEUVRE LES NANCY;Immeuble;16.0;"Commune, communautÿ de commune"
857173;6.168055555555555;48.66416666666667;"48ÿ39'51.000""N 6ÿ10'5.000""E";54547;"";"152, AV DU GAL LECLERC APHEIN";54500;VANDOEUVRE LES NANCY;Immeuble;25.2;Association
859249;6.154166666666667;48.68388888888889;"48ÿ41'2.000""N 6ÿ9'15.000""E";54304;"";8 BD EMILE ZOLA;54520;LAXOU;Immeuble;32.0;Particulier
859307;6.185555555555555;48.687777777777775;"48ÿ41'16.000""N 6ÿ11'8.000""E";54395;"";4 R DU GÿNÿRAL DROUOT RÿSIDENCE DROUOT;54000;NANCY;Immeuble;30.2;Sociÿtÿ Privÿe SA
859343;6.164166666666667;48.653055555555554;"48ÿ39'11.000""N 6ÿ9'51.000""E";54547;"";R DE BOIS LE DUC STATION ÿLECTRIQUE EDF;54500;VANDOEUVRE LES NANCY;Pylÿne autostable;40.0;EDF ou GDF
901312;6.1875;48.645;"48ÿ38'42.000""N 6ÿ11'15.000""E";54257;"";3 ALLÿE DES TILLEULS;54180;HEILLECOURT;Bÿtiment;16.1;"Copropriÿtÿ, Syndic, SCI"
931774;6.186944444444444;48.70027777777778;"48ÿ42'1.000""N 6ÿ11'13.000""E";54395;"";78 BD  DU 26ÿME RI;54000;NANCY;Bÿtiment;16.0;"Copropriÿtÿ, Syndic, SCI"
940340;6.186944444444444;48.68472222222222;"48ÿ41'5.000""N 6ÿ11'13.000""E";54395;"";3 R DU GL LECLERC;54000;NANCY;Immeuble;19.0;Sociÿtÿ HLM
945879;6.180555555555555;48.689166666666665;"48ÿ41'21.000""N 6ÿ10'50.000""E";54395;"";8-12 R ST THIEBAUT BOUTIQUE ORANGE;54000;NANCY;Bÿtiment;21.0;ORANGE
970879;6.148333333333333;48.70055555555555;"48ÿ42'2.000""N 6ÿ8'54.000""E";54395;"";23 BIS RUE JEAN MIHE IMM LE CÿDRE BLEU;54000;NANCY;Immeuble;46.0;Sociÿtÿ HLM
992979;6.146944444444444;48.647777777777776;"48ÿ38'52.000""N 6ÿ8'49.000""E";54547;"";RUE DU MORVAN HOPITAL DE BRABOIS;54500;VANDOEUVRE LES NANCY;Bÿtiment;57.0;Etablissement de soins
1008092;6.160555555555556;48.72972222222222;"48ÿ43'47.000""N 6ÿ9'38.000""E";54115;"";"RUE FRÿDÿRIC CHOPIN / RUE PHILIPPE MARTIN PILIER DU VIADUC DE L'A31";54250;CHAMPIGNEULLES;"Ouvrage d'art (pont, viaduc)";14.0;"Commune, communautÿ de commune"
1018249;6.171111111111111;48.67444444444445;"48ÿ40'28.000""N 6ÿ10'16.000""E";54395;"";123 RUE SERGENT BLANDAN;54000;NANCY;Bÿtiment;20.0;"Copropriÿtÿ, Syndic, SCI"
1101875;6.163888888888889;48.71944444444444;"48ÿ43'10.000""N 6ÿ9'50.000""E";54357;"";RUE DES HAUT DES VIGNES;54320;MAXEVILLE;Immeuble;16.5;"Copropriÿtÿ, Syndic, SCI"
1185617;6.2027777777777775;48.67777777777778;"48ÿ40'40.000""N 6ÿ12'10.000""E";54395;"";RUE JOSEPH CUGNOT;54000;NANCY;Bÿtiment;36.0;"Commune, communautÿ de commune"
1289154;6.1866666666666665;48.69444444444444;"48ÿ41'40.000""N 6ÿ11'12.000""E";54395;"";16 RUE SAINTE CATHERINE;54000;NANCY;Bÿtiment;16.3;Sociÿtÿ Privÿe SA
